"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 15:24:30 GMT 2024","Mon Sep 02 15:24:30 GMT 2024","24","model: mensagem","contexto: registrar","","","","deve permitir registrar uma mensagem",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","1","service: mensagem","contexto: listar","","","","deve permitir listar todas as mensagens mesmo que existam",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","4","modelo: mensagem","contexto: listar","","","","deve permitir listar todas as mensagens",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","2","modelo: mensagem","contexto: buscar","","","","deve retornar null ao buscar uma mensagem com ID inexistente",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","2","controller: mensagem","contexto: registrar","","","","deve retornar erro ao registrar mensagem via requisição",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","3","modelo: mensagem","contexto: registrar","","","","não deve permitir registrar mensagem sem o campo usuario",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","1","service: mensagem","contexto: listar","","","","deve gerar exceção quando houver erro ao obter mensagens",""
"passed","Mon Sep 02 15:24:30 GMT 2024","Mon Sep 02 15:24:30 GMT 2024","8","controller: mensagem","contexto: buscar","","","","deve permitir registrar mensagem via requisição",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","1","modelo: mensagem","contexto: registrar","","","","não deve permitir registrar mensagem com o campo usuario com mais de 10 caracteres",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","1","modelo: mensagem","contexto: registrar","","","","não deve permitir registrar mensagem com o campo usuario com menos de 10 caracteres",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","7","modelo: mensagem","contexto: buscar","","","","deve buscar uma mensagem por ID",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","1","modelo: mensagem","contexto: registrar","","","","não deve permitir registrar mensagem com o campo usuario vazio",""
"passed","Mon Sep 02 15:24:30 GMT 2024","Mon Sep 02 15:24:30 GMT 2024","8","model: mensagem","contexto: atualizar","","","","deve permitir atualizar mensagem existente",""
"passed","Mon Sep 02 15:24:30 GMT 2024","Mon Sep 02 15:24:30 GMT 2024","8","model: mensagem","contexto: buscar","","","","deve permitir buscar mensagem por id",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","2","modelo: mensagem","contexto: listar","","","","deve permitir listar todas as mensagens mesmo que existam",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","1","service: mensagem","contexto: listar","","","","deve permitir listar todas as mensagens",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","1","modelo: mensagem","contexto: registrar","","","","não deve permitir registrar mensagem com o campo conteúdo vazio",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","11","service: mensagem","contexto: registrar","","","","deve lançar erro ao registrar mensagem",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","0","modelo: mensagem","contexto: registrar","","","","não deve permitir registrar mensagem sem o campo conteúdo",""
"passed","Mon Sep 02 15:24:30 GMT 2024","Mon Sep 02 15:24:30 GMT 2024","4","model: mensagem","contexto: remover","","","","deve permitir remover mensagem existente",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","11","modelo: mensagem","contexto: registrar","","","","deve permirtir registrar uma mensagem valida",""
"passed","Mon Sep 02 15:24:27 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","8","service: mensagem","contexto: registrar","","","","deve permitir registrar mensagem",""
"passed","Mon Sep 02 15:24:32 GMT 2024","Mon Sep 02 15:24:32 GMT 2024","38","gerir mensagens","","","","","deve permitir registrar mensagem",""
"passed","Mon Sep 02 15:24:30 GMT 2024","Mon Sep 02 15:24:30 GMT 2024","41","controller: mensagem","contexto: registrar","","","","deve permitir registrar mensagem via requisição",""
"passed","Mon Sep 02 15:24:32 GMT 2024","Mon Sep 02 15:24:32 GMT 2024","6","gerir mensagens","","","","","deve permitir registrar mensagem via requisição",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","4","modelo: mensagem","contexto: remover","","","","deve permitir remover uma mensagem existente",""
"passed","Mon Sep 02 15:24:28 GMT 2024","Mon Sep 02 15:24:28 GMT 2024","13","controller: mensagem","contexto: registrar","","","","deve permitir registrar mensagem via requisição",""
